Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.05537954682647654,0.06352367129462236,0.05537954682647654,0.06080854684114456,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.060808588428435645,0.06406661511156063,0.060808588428435645,0.06298018991947174,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06298014215868727,0.06460946648794241,0.06298014215868727,0.0640665665268898,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06406657959715782,0.06460947966896786,0.06189435486369297,0.062437254935503006,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06243727486472719,0.06298017510982444,0.06080857412943545,0.0613514743745327,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.06135145150724576,0.06135145150724576,0.05917985133626883,0.05972275137901306,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.059722769997669074,0.06080857042165732,0.05700826893769846,0.05809406936168671,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.058094061688179446,0.058094061688179446,0.055922461127044534,0.05646536126732826,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.056465371159825785,0.057551171630620956,0.0559224709244282,0.057551171630620956,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.05755117519268965,0.059722776268688924,0.05700827492368984,0.0591798759996891,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05917988564796086,0.060265686362981796,0.05917988564796086,0.060265686362981796,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.0602656514217573,0.0602656514217573,0.0586369512935246,0.05972275137901306,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.059722776268688924,0.059722776268688924,0.0591798759996891,0.0591798759996891,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05917985133626883,0.06080855146450153,0.05917985133626883,0.05972275137901306,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.060265686362981796,0.0618943874355132,0.060265686362981796,0.060265686362981796,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.060265686362981796,0.06080858672049226,0.060265686362981796,0.060265686362981796,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.06026567653768874,0.06080857680668856,0.058094075461689466,0.0591798759996891,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.05917985133626883,0.06080855146450153,0.05917985133626883,0.05972275137901306,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.05972274683821096,0.06135144684261137,0.05972274683821096,0.06080854684114456,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.06080857412943545,0.06189437461962995,0.059722773639240966,0.0613514743745327,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.06189435486369297,0.06352367952534778,0.06189435486369297,0.062437254935503006,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.06243728954671271,0.0635237147388016,0.06243728954671271,0.06298018991947174,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.06298018991947174,0.06298018991947174,0.060808588428435645,0.06298018991947174,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.06298016665610476,0.06569529196356838,0.062437266483880066,0.06515239179134369,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,0.06515237828684381,0.06569527834653854,0.06515237828684381,0.06569527834653854,22003200,0.0,0.0
1986-04-18 00:00:00-05:00,0.06569530339004512,0.06569530339004512,0.06298017761033584,0.06352370232343674,21628800,0.0,0.0
1986-04-21 00:00:00-05:00,0.06352370232343674,0.06406660259008883,0.06189437707703165,0.06352370232343674,22924800,0.0,0.0
1986-04-22 00:00:00-05:00,0.06352367952534778,0.06352367952534778,0.062437254935503006,0.062437254935503006,15552000,0.0,0.0
1986-04-23 00:00:00-05:00,0.062437250526387385,0.0629801505598596,0.06189435049291518,0.06270869821310043,15609600,0.0,0.0
1986-04-24 00:00:00-05:00,0.06270866820772676,0.07003844192859313,0.06243722065089824,0.06895264238119125,62352000,0.0,0.0
1986-04-25 00:00:00-05:00,0.06949557744086586,0.07628245483402865,0.06949557744086586,0.07329650223255157,85795200,0.0,0.0
1986-04-28 00:00:00-04:00,0.07329650362920746,0.07438230374860778,0.07275297912329655,0.07383940368890762,28886400,0.0,0.0
1986-04-29 00:00:00-04:00,0.07383943486991786,0.07383943486991786,0.07112430897865948,0.07166720926761627,30326400,0.0,0.0
1986-04-30 00:00:00-04:00,0.07166718281245979,0.07221008290101094,0.06840978228115287,0.07003848254680634,30902400,0.0,0.0
1986-05-01 00:00:00-04:00,0.07003844192859313,0.07003844192859313,0.06786684283378938,0.06895264238119125,54345600,0.0,0.0
1986-05-02 00:00:00-04:00,0.06895264238119125,0.07003844192859313,0.06840974260749032,0.06895264238119125,20246400,0.0,0.0
1986-05-05 00:00:00-04:00,0.06895270076284987,0.06895270076284987,0.06840980052947998,0.06840980052947998,3254400,0.0,0.0
1986-05-06 00:00:00-04:00,0.06895264238119125,0.07003844192859313,0.06895264238119125,0.06895264238119125,9734400,0.0,0.0
1986-05-07 00:00:00-04:00,0.06895264238119125,0.06949554215489219,0.06786684283378938,0.06895264238119125,5155200,0.0,0.0
1986-05-08 00:00:00-04:00,0.06895270318971422,0.06949560344219208,0.06840980293723638,0.06949560344219208,3542400,0.0,0.0
1986-05-09 00:00:00-04:00,0.06949554215489219,0.06949554215489219,0.06895264238119125,0.06895264238119125,6076800,0.0,0.0
1986-05-12 00:00:00-04:00,0.06895270318971422,0.07112430419962562,0.06895270318971422,0.06949560344219208,10483200,0.0,0.0
1986-05-13 00:00:00-04:00,0.06949558245825518,0.07058138263535749,0.06949558245825518,0.07003848254680634,3830400,0.0,0.0
1986-05-14 00:00:00-04:00,0.07003850369466992,0.07003850369466992,0.06949560344219208,0.06949560344219208,9302400,0.0,0.0
1986-05-15 00:00:00-04:00,0.06949560344219208,0.07058140394714778,0.06949560344219208,0.06949560344219208,3801600,0.0,0.0
1986-05-16 00:00:00-04:00,0.06949558245825518,0.07166718281245979,0.06949558245825518,0.07003848254680634,11952000,0.0,0.0
1986-05-19 00:00:00-04:00,0.07003844192859313,0.07003844192859313,0.06840974260749032,0.06895264238119125,11001600,0.0,0.0
1986-05-20 00:00:00-04:00,0.06895270076284987,0.06895270076284987,0.06786690029611009,0.06840980052947998,61977600,0.0,0.0
1986-05-21 00:00:00-04:00,0.06840978290257216,0.06895268299605489,0.06732398271560669,0.06732398271560669,8092800,0.0,0.0
